J0919-6040 0.634
J0922-4949 1.434
J0922-52 0.441
J0924-5302 2.898
J0924-5814 8.315
J0931-1902 1.158
J0932-3217 1.285
J0932-5327 0.414
J0934-4154 -1.0
J0934-5249 3.589
J0940-5428 1.820
J0941-5244 1.238
J0942-5552 19.935
J0942-5657 2.324
J0944-1354 2.762
J0945-4833 1.558
J0949-6902 0.855
J0952-3839 1.252
J0954-5430 0.993
J0955-5304 3.774
J0957-5432 0.496
J0959-4809 3.602
J1000-5149 0.717
J1001-5507 17.642
J1001-5559 1.765
J1001-5939 0.414
J1002-5559 0.331
J1002-5919 0.469
J1003-4747 1.351
J1006-6311 0.901
J1012-2337 0.923
J1012-5830 0.221
J1012-5857 4.109
J1013-5934 5.240
J1015-5719 2.482
J1016-5345 1.477
J1016-5819 0.855
J1016-5857 1.269
J1017-5621 5.636
J1017-7156 2.758
J1018-1642 1.428
J1019-5749 2.206
J1020-5921 1.241
J1020-6026 0.386
J1021-5601 1.020
J1022-5813 0.552
J1023+0038 -1.0
J1024-0719 2.356
J1028-5819 0.993
J1031-6117 0.331
J1032-5206 0.524
J1032-5911 2.782
J1034-3224 11.304
J1035-6345 0.662
J1036-4926 2.026
J1036-6559 0.745
J1038+0032 0.552
J1038-5831 2.179
J1041-1942 8.781
J1042-5521 2.193
J1043-6116 2.510
J1045-4509 5.410
J1046+0304 0.827
J1046-5813 3.409
J1047-3032 0.837
J1047-58 -1.0
J1047-6709 4.000
J1048-5832 17.927
J1049-5833 1.986
J1052-5954 0.414
J1052-6348 0.303
J1054-5943 0.855
J1054-5946 0.634
J1054-6452 0.690
J1055-6022 0.441
J1055-6028 2.151
J1055-6236 0.331
J1055-6905 -1.0
J1056-5709 0.303
J1056-6258 28.616
J1056-7117 0.938
J1057-4754 -1.0
J1057-5226 39.401
J1057-7914 1.463
J1058-5957 1.878
J1059-5742 3.663
J1101-6424 0.745
J1103-5403 0.496
J1103-6025 0.469
J1104-6103 0.819
J1105-6107 2.069
J1106-6438 0.524
J1107-5907 0.496
J1107-5947 1.333
J1107-6143 0.847
J1110-5637 4.964
J1112-6103 3.861
J1112-6613 5.824
J1112-6926 2.927
J1114-6100 5.516
J1115-6052 0.651
J1116-4122 7.179
J1117-6154 1.875
J1117-6447 0.386
J1119-6127 2.206
J1119-7936 1.576
J1121-5444 4.239
J1123-4844 1.801
J1123-6102 1.462
J1123-6259 1.873
J1123-6651 1.267
J1124-5638 0.855
J1124-5916 0.221
J1124-6421 0.524
J1125-5825 2.372
J1125-6014 0.138
J1126-6054 2.758
J1126-6942 2.026
J1128-6219 0.745
J1130-5826 0.496
J1130-5925 0.331
J1130-6807 1.629
J1132-5627 0.248
J1133-6250 7.998
J1136-5525 8.137
J1137-6700 3.243
J1138-6207 1.351
J1141-3107 2.251
J1141-3322 2.321
J1141-6545 9.102
J1142-6230 0.717
J1143-5158 1.072
J1143-5536 0.690
J1144-6146 1.241
J1144-6217 0.552
J1146-6030 6.753
J1147-66 2.206
J1148-5725 0.331
J1148-6415 0.165
J1151-6108 0.165
J1152-5800 0.331
J1152-6012 0.469
J1154-6250 0.193
J1156-5707 0.592
J1156-5909 1.576
J1157-5112 -1.0
J1157-6224 21.618
J1159-6409 1.296
J1159-7910 1.351
J1201-6306 0.359
J1202-5820 5.378
J1204-6843 -1.0
J1210-5559 5.533
J1210-6550 0.469
J1211-6324 1.241
J1214-5830 0.386
J1215-5328 -1.0
J1216-6223 0.414
J1216-6410 0.138
J1220-6318 2.916
J1222-5738 0.303
J1224-6208 0.634
J1224-6407 10.756
J1225-5556 1.114
J1225-6035 0.613
J1225-6408 1.487
J1226-32 -1.0
J1227-4853 -1.0
J1227-6208 0.607
J1231-1411 -1.0
J1231-4609 -1.0
J1231-6303 4.137
J1232-4742 -1.0
J1232-6501 0.938
J1233-6312 0.690
J1233-6344 0.193
J1235-5516 1.838
J1235-6354 0.441
J1236-5033 -1.0
J1237-6725 4.658
J1239-6832 2.086
J1240-4124 0.788
J1243-5735 0.386
J1243-6423 30.793
J1244-5053 -1.0
J1244-6359 0.414
J1244-6531 0.469
J1245-6238 0.386
J1248-6344 0.331
J1248-6444 0.414
J1249-6507 0.276
J1251-7407 0.662
J1252-6314 1.820
J1253-5820 7.084
J1254-6150 0.414
J1255-6131 0.359
J1257-1027 3.052
J1259-6741 2.148
J1301-6305 1.269
J1301-6310 0.303
J1302-63 0.276
J1302-6313 0.496
J1302-6350 4.689
J1303-6305 1.979
J1305-6203 1.710
J1305-6256 0.883
J1305-6455 5.164
J1305-66 0.552
J1306-6242 0.386
J1306-6617 6.895
J1307-6318 3.861
J1308-4650 -1.0
J1308-5844 0.579
J1309-6415 0.579
J1309-6526 0.414
J1311-1228 1.161
J1311-3430 -1.0
J1312-5402 3.377
J1312-5516 3.602
J1312-6400 2.069
J1314-6101 1.966
J1316-6232 2.041
J1317-5759 -1.0
J1317-6302 2.730
J1319-6056 3.310
J1319-6105 1.600
J1320-3512 1.576
J1320-5359 4.053
J1321-5922 0.524
J1322-62 0.827
J1322-6241 1.020
J1322-6329 0.469
J1324-6146 2.013
J1324-6302 0.634
J1326-5859 27.166
J1326-6408 3.940
J1326-6700 16.092
J1327-0755 -1.0
J1327-6222 37.899
J1327-6301 8.826
J1327-6400 0.993
J1328-4357 4.859
J1328-4921 2.477
J1329-6158 0.607
J1331-5245 0.883
J1332-3032 1.186
J1333-4449 -1.0
J1334-5839 2.427
J1335-3642 2.251
J1337-6306 0.303
J1337-6423 0.800
J1338-6204 10.481
J1339-4712 -1.0
J1339-6618 0.634
J1340-6456 2.579
J1341-6023 1.738
J1341-6220 5.240
J1344-6059 0.524
J1345-6115 1.627
J1346-4918 1.931
J1347-5947 1.848
J1348-6307 2.408
J1349-6130 1.600
J1350-5115 2.026
J1352-6803 5.013
J1354-6249 0.662
J1355-5153 2.702
J1355-5747 0.993
J1355-5925 1.189
J1355-6206 1.489
J1356-5521 3.482
J1357-62 23.995
J1357-6429 1.214
J1358-2533 1.351
J1359-6038 22.052
J1400-1438 -1.0
J1400-6325 0.690
J1401-6357 12.359
J1402-5124 2.251
J1403-6310 1.793
J1403-7646 0.901
J1405-4656 2.537
J1405-5641 0.276
J1406-5806 2.317
J1406-6121 0.993
J1407-6048 0.552
J1407-6153 0.993
J1409-6953 0.717
J1410-6132 16.548
J1410-7404 -1.0
J1412-6111 1.392
J1412-6145 1.296
J1413-6141 1.682
J1413-6222 2.648
J1413-6307 2.482
J1414-6802 -1.0
J1415-6621 2.092
J1416-5033 0.359
J1416-6037 1.931
J1418-3921 4.428
J1418-5945 0.496
J1420-5416 2.026
J1420-5625 0.359
J1420-6048 2.482
J1423-6953 -1.0
J1424-5556 0.878
J1424-5822 3.034
J1424-6438 0.662
J1425-5723 0.662
J1425-5759 0.248
J1425-6210 0.524
J1427-4158 -1.0
J1428-5530 9.475
J1429-5935 0.303
J1430-6623 24.795
J1431-4715 2.013
J1431-5740 0.968
J1432-5032 0.800
J1433-6038 0.634
J1434-6006 0.662
J1434-6029 0.386
J1435-5954 9.929
J1435-6100 0.690
J1437-5959 0.207
J1437-6146 0.662
J1439-5501 1.158
J1440-6344 2.961
J1441-6137 0.414
J1443-5122 1.875
J1444-5941 1.783
J1444-6026 -1.0
J1446-4701 1.103
J1449-5846 0.772
J1452-5851 0.662
J1452-6036 3.861
J1453-6413 43.391
J1454-5846 0.662
J1455-3330 2.716
J1455-59 4.413
J1456-6843 145.561
J1457-5122 0.901
J1457-5900 0.662
J1457-5902 0.717
J1501-0046 -1.0
J1501-5637 0.579
J1502-5653 1.076
J1502-5828 1.379
J1502-6128 2.501
J1502-6752 1.903
J1504-5621 0.662
J1506-5158 1.126
J1507-4352 3.602
J1507-6640 2.911
J1509-5850 0.414
J1509-6015 0.469
J1510-4422 3.152
J1511-5414 2.069
J1511-5835 2.397
J1512-5431 1.048
J1512-5759 16.548
J1513-5739 2.124
J1513-5908 1.134
J1513-5946 -1.0
J1514-4834 1.914
J1514-4946 0.469
J1514-5925 0.745
J1515-5720 0.552
J1517-4356 -1.0
J1517-4636 1.020
J1518+0204A 0.331
J1518+0204B 0.084
J1518+0204C 0.108
J1518-0627 -1.0
J1518-5415 0.221
J1519-5734 1.241
J1519-6106 0.524
J1519-6308 0.883
J1522-5525 0.690
J1522-5829 11.860
J1524-5625 2.289
J1524-5706 0.905
J1524-5819 0.248
J1525-5417 0.496
J1525-5523 0.579
J1525-5545 0.910
J1525-5605 0.690
J1526-5633 0.303
J1527-3931 2.477
J1527-5552 2.838
J1528-3146 3.034
J1528-4109 -1.0
J1528-5547 0.193
J1529-3828 0.441
J1529-5355 1.020
J1529-5611 0.386
J1530-5327 1.627
J1531-4012 -1.0
J1531-5610 1.655
J1532-5308 0.690
J1534-4428 1.517
J1534-5334 17.469
J1534-5405 7.265
J1535-4114 -1.0
J1535-4415 -1.0
J1535-5450 0.469
J1535-5848 0.965
J1536-3602 -1.0
J1536-5433 3.585
J1536-5907 0.607
J1537-4912 0.855
J1537-5153 0.193
J1537-5645 1.695
J1538-5438 0.662
J1538-5519 1.158
J1538-5551 0.690
J1538-5621 0.386
J1538-5638 0.772
J1538-5732 0.965
J1538-5750 0.165
J1539-4828 0.579
J1539-5521 0.386
J1539-5626 12.687
J1539-6322 -1.0
J1540-5736 0.662
J1541-5535 0.607
J1542-5034 2.407
J1542-5133 0.745
J1542-5303 0.965
J1543-0620 6.723
J1543-5013 0.469
J1543-5149 1.517
J1543-5459 1.710
J1544-5308 7.627
J1545-4550 2.074
J1546-3747A -1.0
J1546-5302 0.883
J1546-59 0.552
J1547-0944 -1.0
J1547-5750 0.634
J1547-5839 1.131
J1548-4821 1.407
J1548-4927 2.428
J1548-5607 2.758
J1549-4848 2.005
J1549-5722 0.276
J1550-5242 0.883
J1550-5317 1.103
J1550-5418 9.102
J1551-4424 3.144
J1551-5310 1.489
J1552-4937 0.386
J1553-5456 2.461
J1554-5209 -1.0
J1554-5512 0.303
J1555-0515 -1.0
J1555-2341 2.132
J1555-3134 4.021
J1556-5358 1.462
J1557-4258 11.718
J1558-5419 1.103
J1558-5756 0.524
J1559-4438 60.326
J1559-5545 2.457
J1600-3053 6.895
J1600-5044 46.887
J1600-5751 4.104
J1600-5916 0.910
J1601-50 1.103
J1601-5244 0.359
J1601-5335 0.607
J1602-4957 0.469
J1602-5100 13.163
J1603-2531 3.377
J1603-2712 4.618
J1603-3539 -1.0
J1603-5657 1.593
J1603-7202 6.736
J1604-4718 0.607
J1604-4909 12.766
J1604-7203 2.251
J1605-5215 0.607
J1605-5257 18.262
J1607-0032 13.108
J1607-5140 0.717
J1607-6449 0.607
J1609-1930 -1.0
J1609-4616 1.048
J1609-5158 0.745
J1610-1322 3.344
J1610-5006 4.413
J1610-5303 2.096
J1611-4811 0.221
J1611-4949 1.600
J1611-5209 3.310
J1611-5847 0.303
J1612-2408 -1.0
J1612-5136 0.552
J1612-5805 0.855
J1613-4714 4.013
J1613-5211 0.800
J1613-5234 0.772
J1614-2230 1.931
J1614-3937 1.636
J1614-5048 6.619
J1614-5144 0.441
J1614-5402 0.690
J1615-2940 1.707
J1615-5444 1.627
J1615-5537 1.679
J1616-5017 0.469
J1616-5109 3.310
J1616-5208 1.214
J1617-4216 0.772
J1617-4608 0.414
J1617-5055 -1.0
J1618-4723 2.758
J1619-42 1.655
J1620-5414 0.359
J1621-5039 0.993
J1621-5243 0.745
J1622-3751 0.552
J1622-4332 2.106
J1622-4347 0.496
J1622-4802 1.409
J1622-4845 0.414
J1622-4944 1.434
J1622-4950 13.239
J1622-6617 1.655
J1623-0841 -1.0
J1623-0908 1.526
J1623-2631 3.967
J1623-4256 4.239
J1623-4949 0.993
J1624-4411 0.972
J1624-4613 1.076
J1624-4721 0.414
J1625-4048 3.827
J1625-4904 0.552
J1625-4913 0.607
J1626-44 0.827
J1626-4537 2.342
J1626-4807 1.020
J1626-6621 0.524
J1627-4706 0.276
J1627-4845 0.765
J1627-5547 1.934
J1627-5936 4.468
J1628-4804 2.345
J1628-4828 0.800
J1629-3636 0.552
J1629-6902 -1.0
J1630-4719 1.269
J1630-4733 11.032
J1631-1612 -1.0
J1631-4155 0.524
J1632-1013 0.414
J1632-4509 0.441
J1632-4621 3.555
J1632-4757 0.827
J1632-4818 1.076
J1633-2009 -1.0
J1633-4453 5.240
J1633-4805 0.634
J1633-5015 15.721
J1634-5107 0.138
J1634-5640 0.662
J1635-1511 -1.0
J1635-4513 0.690
J1635-4944 1.103
J1635-5954 2.867
J1636-4440 1.048
J1636-4803 3.462
J1636-4933 3.945
J1637-4335 0.496
J1637-4450 1.103
J1637-4553 3.176
J1637-46 1.931
J1637-4642 2.151
J1637-4721 1.426
J1637-4816 2.041
J1638-3815 2.108
J1638-3951 0.579
J1638-4344 0.469
J1638-4417 0.579
J1638-4608 0.910
J1638-4725 0.883
J1638-5226 1.917
J1639-4359 2.537
J1639-4604 2.582
J1640-4648 0.717
J1640-4715 3.310
J1640-4951 0.414
J1641-2347 -1.0
J1643-1224 14.578
J1643-4505 0.772
J1643-4522 0.303
J1643-4550 0.938
J1644-44 1.103
J1644-4559 326.389
J1644-46 2.206
J1644-4657 1.627
J1645-0317 68.821
J1646-4308 0.910
J1646-4346 2.703
J1646-5123 0.469
J1646-6831 5.378
J1647-3607 0.469
J1648-3256 2.635
J1648-4458 1.679
J1648-4611 1.600
J1648-6044 1.820
J1649-3805 3.400
J1649-3935 0.138
J1649-4349 2.069
J1649-4653 0.932
J1649-4729 0.800
J1649-5553 -1.0
J1650-1654 3.733
J1650-4126 0.800
J1650-4341 0.717
J1650-4502 0.965
J1650-4921 0.441
J1651-1709 1.186
J1651-4246 33.555
J1651-4519 1.489
J1651-5222 6.697
J1651-5255 5.153
J1651-7642 -1.0
J1652-1400 -1.0
J1652-2404 2.606
J1652-4406 -1.0
J1652-48 7.447
J1653-2054 0.441
J1653-3838 3.585
J1653-4030 1.103
J1653-4249 3.585
J1653-4315 1.462
J1653-4854 0.496
J1654-23 -1.0
J1654-2713 0.618
J1654-3710 0.607
J1654-4140 1.958
J1654-4245 0.386
J1655-3048 -1.0
J1655-3844 0.690
J1656-3621 0.800
J1657-4432 1.048
J1658-4306 2.206
J1658-4958 3.188
J1658-5324 1.931
J1659-1305 1.911
J1659-4316 0.579
J1659-4439 0.734
J1700-3312 3.815
J1700-3611 2.910
J1700-3919 0.634
J1700-4012 0.359
J1700-4422 0.662
J1700-4939 0.469
J1701-3006A 1.103
J1701-3006B 0.827
J1701-3006C 0.827
J1701-3006D -1.0
J1701-3006E -1.0
J1701-3006F -1.0
J1701-3130 -1.0
J1701-3726 7.998
J1701-4533 6.895
J1701-4958 0.717
J1702-3932 0.827
J1702-4128 3.034
J1702-4217 0.933
J1702-4306 0.745
J1702-4310 1.986
J1702-4428 1.048
J1703-1846 2.137
J1703-3241 13.619
J1703-38 -1.0
J1703-4442 0.579
J1703-4851 3.698
J1704-6016 5.178
J1705-1906 13.490
J1705-3423 9.278
J1705-3936 0.910
J1705-3950 2.297
J1705-4108 3.585
J1705-4331 1.186
J1705-6135 0.827
J1706-3839 0.552
J1706-4310 0.772
J1706-6118 -1.0
J1707-4053 20.891
J1707-4341 1.176
J1707-4417 -1.0
J1707-4729 3.220
J1708-3426 5.441
J1708-3506 3.613
J1708-3641 0.331
J1708-3827 1.516
J1708-4522 0.607
J1708-7539 0.563
J1709-1640 10.866
J1709-3626 0.888
J1709-3841 0.855
J1709-4342 0.386
J1709-4401 3.172
J1709-4429 12.001
J1710-2616 3.861
J1710-4148 0.855
J1711-1509 1.658
J1711-3826 0.441
J1711-4322 0.717
J1711-5350 2.026
J1712-2715 -1.0
J1712-391 -1.0
J1712-392 -1.0
J1713-3844 0.717
J1713-3949 0.965
J1714-1054 -1.0
J1715-3247 0.221
J1715-3700 1.020
J1715-3859 1.489
J1715-3903 1.269
J1715-4034 5.629
J1715-4254 0.193
J1716-3720 2.747
J1716-4005 3.779
J1716-4111 0.607
J1716-4711 0.855
J1717-3425 12.339
J1717-3737 1.903
J1717-3847 0.827
J1717-3953 6.931
J1717-4043 1.489
J1717-40435 1.131
J1717-4054 7.813
J1717-5800 -1.0
J1718-3714 0.634
J1718-3718 1.170
J1718-3825 3.585
J1718-4539 0.221
J1719-1438 1.158
J1719-4006 3.034
J1719-4302 2.004
J1720-0212 3.501
J1720-1633 2.988
J1720-2446 -1.0
J1720-2933 6.314
J1720-3659 2.041
J1721-1936 0.369
J1721-1939 -1.0
J1721-2457 1.241
J1721-3532 30.338
J1722-3207 10.919
J1722-3632 4.413
J1722-3712 7.353
J1722-4400 0.607
J1723-2837 3.034
J1723-2852 0.359
J1723-3659 2.251
J1724-3149 0.767
J1724-35 -1.0
J1724-3505 0.662
J1724-4500 0.138
J1725-0732 0.303
J1725-2852 0.690
J1725-3546 4.808
J1725-3848 0.386
J1725-3853 -1.0
J1725-4043 0.938
J1726-00 -1.0
J1726-31 1.103
J1726-3530 0.827
J1726-3635 0.800
J1726-4006 0.579
J1727-2739 4.503
J1727-2946 0.690
J1728-0007 1.980
J1728-3733 0.524
J1728-4028 3.763
J1729-2117 0.552
J1730-2304 10.329
J1730-2900 0.359
J1730-3350 4.900
J1730-3353 3.010
J1731-1847 1.020
J1731-3123 0.800
J1731-3322 0.276
J1731-4744 36.630
J1732-1930 1.293
J1732-3131 -1.0
J1732-3426 0.662
J1732-3729 0.855
J1732-4128 1.847
J1732-4156 0.607
J1732-5049 4.689
J1733-2228 6.030
J1733-2533 0.276
J1733-2837 0.193
J1733-3030 0.552
J1733-3322 3.591
J1733-3716 9.377
J1733-4005 2.640
J1733-5515 1.048
J1734-0212 1.283
J1734-2415 0.800
J1734-3058 0.303
J1734-3333 1.379
J1735-0243 -1.0
J1735-0724 4.412
J1735-3258 1.269
J1736-2457 4.346
J1736-2819 0.441
J1736-2843 2.136
J1736-3511 0.496
J1737-0811 -1.0
J1737-3102 1.888
J1737-3137 1.571
J1737-3320 0.965
J1737-3555 1.666
J1738+0333 1.848
J1738-2330 6.825
J1738-2647 1.766
J1738-2736 0.469
J1738-2955 0.800
J1738-3107 0.717
J1738-3211 2.843
J1738-3316 3.838
J1739-1313 -1.0
J1739-2903 5.516
J1739-3023 1.838
J1739-3049 1.379
J1739-3131 7.735
J1739-3159 3.068
J1739-3951 0.331
J1740-2540 0.441
J1740-3015 11.013
J1740-3052 3.908
J1740-3327 0.827
J1740-5340A -1.0
J1741-0840 4.778
J1741-2019 -1.0
J1741-2054 0.441
J1741-2719 0.552
J1741-2733 3.950
J1741-2945 1.655
J1741-3016 6.279
J1741-3927 10.582
J1742-3957 0.386
J1742-4616 -1.0
J1743-0339 1.049
J1743-1351 1.379
J1743-2442 0.386
J1743-3150 3.139
J1743-3153 1.379
J1743-4212 -1.0
J1744-1134 6.306
J1744-1610 -1.0
J1744-2335 1.181
J1744-3130 1.625
J1744-3922 0.303
J1744-5337 1.076
J1745-0129 -1.0
J1745-0952 0.713
J1745-2229 0.359
J1745-2900 -1.0
J1745-2910 -1.0
J1745-2912 -1.0
J1745-3040 25.138
J1745-3812 0.772
J1746-2849 0.699
J1746-2850 0.931
J1746-2856 -1.0
J1747-1030 -1.0
J1747-2647 4.247
J1747-2802 1.379
J1747-2809 -1.0
J1747-2958 0.690
J1747-4036 2.482
J1748-1300 5.378
J1748-2021A 1.405
J1748-2021B -1.0
J1748-2021C -1.0
J1748-2021D -1.0
J1748-2021E -1.0
J1748-2021F -1.0
J1748-2444 0.938
J1748-2446A 1.682
J1748-2446ad -1.0
J1748-2446C -1.0
J1748-2446D -1.0
J1748-2446E -1.0
J1748-2446F -1.0
J1748-2446G -1.0
J1748-2446H -1.0
J1748-2446I -1.0
J1748-2446J -1.0
J1748-2446K -1.0
J1748-2446L -1.0
J1748-2446M -1.0
J1748-2446N -1.0
J1748-2446O -1.0
J1748-2446P -1.0
J1748-2446Q -1.0
J1748-2446R -1.0
J1748-2446S -1.0
J1748-2446T -1.0
J1748-2446U -1.0
J1748-2446V -1.0
J1748-2446W -1.0
J1748-2446X -1.0
J1748-2446Y -1.0
J1748-3009 3.861
J1749-2347 0.359
J1749-2629 2.341
J1749-3002 6.083
J1749-4931 0.414
J1749-5605 0.675
J1750-2043 0.662
J1750-2438 3.472
J1750-2444 0.745
J1750-2536 1.103
J1750-28 0.248
J1750-3157 2.206
J1750-3503 3.405
J1750-3703A -1.0
J1750-3703B -1.0
J1750-3703C -1.0
J1750-3703D -1.0
J1751-2516 0.607
J1751-2857 0.165
J1751-3323 2.825
J1751-4657 21.952
J1752-2410 1.296
J1752-2806 95.029
J1752-2821 0.883
J1753-1914 0.359
J1753-2240 0.414
J1753-2501 3.820
J1753-38 -1.0
J1754-2422 -1.0
J1754-30 -1.0
J1754-3443 1.234
J1754-3510 1.296
J1755-0903 -1.0
J1755-1650 0.359
J1755-2025 0.496
J1755-25 0.386
J1755-2521 1.931
J1755-25211 0.469
J1755-2534 0.469
J1755-26 0.386
J1755-2725 1.209
J1755-33 0.552
J1755-3716 1.462
J1756-2225 0.690
J1756-2251 1.400
J1756-2435 3.584
J1756-2619 0.276
J1757-2223 1.389
J1757-2421 7.541
J1757-27 0.193
J1757-5322 -1.0
J1758-1931 1.048
J1758-2206 2.254
J1758-2540 2.596
J1758-2630 0.793
J1758-2846 0.552
J1759-1029 -1.0
J1759-1736 0.331
J1759-1903 0.441
J1759-1940 3.264
J1759-1956 1.131
J1759-2205 3.928
J1759-2302 3.585
J1759-2307 1.931
J1759-2549 1.655
J1759-2922 2.001
J1759-3107 2.291
J1800-0125 0.386
J1800-2114 0.827
J1801-0357 2.552
J1801-0857A 0.099
J1801-0857B 0.033
J1801-0857C 0.033
J1801-0857D -1.0
J1801-1417 0.469
J1801-1855 1.296
J1801-1909 4.274
J1801-2115 0.524
J1801-2154 0.496
J1801-2304 6.068
J1801-2451 2.086
J1801-2920 4.964
J1801-3210 0.883
J1801-3458 0.303
J1802+0128 -1.0
J1802+03 -1.0
J1802-1745 0.579
J1802-2124 5.108
J1802-2426 1.351
J1802-3346 0.552
J1803-1616 0.441
J1803-1857 0.896
J1803-1920 0.745
J1803-2137 17.027
J1803-2712 1.644
J1803-3329 -1.0
J1804-0735 1.579
J1804-2228 0.552
J1804-2717 1.733
J1804-28 1.103
J1805+0306 1.126
J1805-0619 -1.0
J1805-1504 10.930
J1805-2032 1.931
J1805-2037 0.938
J1805-2447 0.745
J1805-2948 0.496
J1806-1154 3.089
J1806-1618 0.607
J1806-1920 5.240
J1806-2125 3.034
J1807+04 -1.0
J1807-0847 27.155
J1807-2459A 3.034
J1807-2459B -1.0
J1807-2557 -1.0
J1807-2715 3.472
J1808-0813 5.467
J1808-1020 0.634
J1808-1517 0.965
J1808-1726 1.076
J1808-2057 7.171
J1808-2701 0.414
J1808-3249 -1.0
J1809-0119 -1.0
J1809-0743 0.800
J1809-1429 1.822
J1809-1850 0.552
J1809-1917 6.895
J1809-1943 1.875
J1809-2004 2.482
J1809-2109 2.437
J1809-3547 4.728
J1810-1441 0.579
J1810-1820 1.453
J1810-2005 1.868
J1810-5338 2.702
J1811-0154 -1.0
J1811-1049 0.827
J1811-1717 0.552
J1811-1736 3.585
J1811-1835 1.158
J1811-2405 1.020
J1811-2439 0.717
J1811-4930 1.269
J1812+0226 0.840
J1812-1718 2.786
J1812-1733 6.956
J1812-1910 0.607
J1812-2102 2.325
J1812-2526 0.496
J1812-2748 -1.0
J1812-3039 -1.0
J1813-2113 2.409
J1813-2242 0.579
J1813-2621 1.793
J1814-0521 -1.0
J1814-0618 1.600
J1814-1649 2.330
J1814-1744 3.908
J1815-1738 0.690
J1815-1910 0.883
J1816-0755 0.469
J1816-1446 0.634
J1816-1729 3.260
J1816-2650 3.409
J1816-5643 -1.0
J1817-0743 0.690
J1817-1511 1.186
J1817-1938 0.276
J1817-3618 5.270
J1817-3837 2.702
J1818-1116 1.379
J1818-1422 24.728
J1818-1448 0.524
J1818-1519 5.792
J1818-1541 2.758
J1818-1556 1.351
J1819-0925 3.167
